date,crime_type,crime_count
11/1/2022,LETHAL BARREL DISCHARGE,11
11/1/2022,MISCELLANEOUS CRIMES AGAINST SOCIETY,968
11/1/2022,POSSESSION OF WEAPONS,494
11/1/2022,PUBLIC ORDER OFFENCES,4488
11/1/2022,ROBBERY,2424
11/1/2022,SEXUAL OFFENCES,1911
11/1/2022,THEFT,21659
11/1/2022,VEHICLE OFFENCES,9535
11/1/2022,VIOLENCE AGAINST THE PERSON,19378
12/1/2022,ARSON AND CRIMINAL DAMAGE,3997
12/1/2022,BURGLARY,4458
12/1/2022,DOMESTIC ABUSE,9565
12/1/2022,DRUG OFFENCES,2893
12/1/2022,FRAUD AND FORGERY,3
12/1/2022,GUN CRIME,118
12/1/2022,HATE CRIME,4784
12/1/2022,KNIFE CRIME,1507
12/1/2022,LETHAL BARREL DISCHARGE,19
12/1/2022,MISCELLANEOUS CRIMES AGAINST SOCIETY,817
12/1/2022,POSSESSION OF WEAPONS,377
12/1/2022,PUBLIC ORDER OFFENCES,3827
12/1/2022,ROBBERY,2255
12/1/2022,SEXUAL OFFENCES,1596
12/1/2022,THEFT,21066
12/1/2022,VEHICLE OFFENCES,8004
12/1/2022,VIOLENCE AGAINST THE PERSON,17841
1/1/2023,ARSON AND CRIMINAL DAMAGE,4228
1/1/2023,BURGLARY,4995
1/1/2023,DOMESTIC ABUSE,9666
1/1/2023,DRUG OFFENCES,3784
1/1/2023,FRAUD AND FORGERY,0
1/1/2023,GUN CRIME,176
1/1/2023,HATE CRIME,5192
1/1/2023,KNIFE CRIME,1716
1/1/2023,LETHAL BARREL DISCHARGE,25
1/1/2023,MISCELLANEOUS CRIMES AGAINST SOCIETY,1009
1/1/2023,POSSESSION OF WEAPONS,580
1/1/2023,PUBLIC ORDER OFFENCES,4054
1/1/2023,ROBBERY,2545
1/1/2023,SEXUAL OFFENCES,1833
1/1/2023,THEFT,20643
1/1/2023,VEHICLE OFFENCES,9070
1/1/2023,VIOLENCE AGAINST THE PERSON,18740
2/1/2023,ARSON AND CRIMINAL DAMAGE,4050
2/1/2023,BURGLARY,4439
2/1/2023,DOMESTIC ABUSE,8689
2/1/2023,DRUG OFFENCES,3122
2/1/2023,FRAUD AND FORGERY,1
2/1/2023,GUN CRIME,139
2/1/2023,HATE CRIME,5209
2/1/2023,KNIFE CRIME,1748
2/1/2023,LETHAL BARREL DISCHARGE,17
2/1/2023,MISCELLANEOUS CRIMES AGAINST SOCIETY,934
2/1/2023,POSSESSION OF WEAPONS,474
2/1/2023,PUBLIC ORDER OFFENCES,4026
2/1/2023,ROBBERY,2604
2/1/2023,SEXUAL OFFENCES,1698
2/1/2023,THEFT,20042
2/1/2023,VEHICLE OFFENCES,8145
2/1/2023,VIOLENCE AGAINST THE PERSON,17972
3/1/2023,ARSON AND CRIMINAL DAMAGE,4421
3/1/2023,BURGLARY,4660
3/1/2023,DOMESTIC ABUSE,9321
3/1/2023,DRUG OFFENCES,3290
3/1/2023,FRAUD AND FORGERY,0
3/1/2023,GUN CRIME,129
3/1/2023,HATE CRIME,5751
3/1/2023,KNIFE CRIME,1724
3/1/2023,LETHAL BARREL DISCHARGE,14
3/1/2023,MISCELLANEOUS CRIMES AGAINST SOCIETY,1031
3/1/2023,POSSESSION OF WEAPONS,563
3/1/2023,PUBLIC ORDER OFFENCES,4659
3/1/2023,ROBBERY,2528
3/1/2023,SEXUAL OFFENCES,1943
3/1/2023,THEFT,22038
3/1/2023,VEHICLE OFFENCES,8765
3/1/2023,VIOLENCE AGAINST THE PERSON,19640
4/1/2023,ARSON AND CRIMINAL DAMAGE,4410
4/1/2023,BURGLARY,4387
4/1/2023,DOMESTIC ABUSE,9976
4/1/2023,DRUG OFFENCES,3061
4/1/2023,GUN CRIME,141
4/1/2023,HATE CRIME,5822
4/1/2023,KNIFE CRIME,1670
4/1/2023,LETHAL BARREL DISCHARGE,17
4/1/2023,MISCELLANEOUS CRIMES AGAINST SOCIETY,875
4/1/2023,POSSESSION OF WEAPONS,534
4/1/2023,PUBLIC ORDER OFFENCES,4416
4/1/2023,ROBBERY,2493
4/1/2023,SEXUAL OFFENCES,1731
4/1/2023,THEFT,20855
4/1/2023,VEHICLE OFFENCES,7901
4/1/2023,VIOLENCE AGAINST THE PERSON,19260
5/1/2023,ARSON AND CRIMINAL DAMAGE,4985
5/1/2023,BURGLARY,4533
5/1/2023,DOMESTIC ABUSE,10202
5/1/2023,DRUG OFFENCES,3183
5/1/2023,FRAUD AND FORGERY,0
5/1/2023,GUN CRIME,140
5/1/2023,HATE CRIME,6786
5/1/2023,KNIFE CRIME,1769
5/1/2023,LETHAL BARREL DISCHARGE,24
5/1/2023,MISCELLANEOUS CRIMES AGAINST SOCIETY,870
5/1/2023,POSSESSION OF WEAPONS,523
5/1/2023,PUBLIC ORDER OFFENCES,5241
5/1/2023,ROBBERY,2824
5/1/2023,SEXUAL OFFENCES,2098
5/1/2023,THEFT,22974
5/1/2023,VEHICLE OFFENCES,8634
5/1/2023,VIOLENCE AGAINST THE PERSON,21303
6/1/2023,ARSON AND CRIMINAL DAMAGE,4963
6/1/2023,BURGLARY,4391
6/1/2023,DOMESTIC ABUSE,10706
6/1/2023,DRUG OFFENCES,3435
6/1/2023,FRAUD AND FORGERY,0
6/1/2023,GUN CRIME,149
6/1/2023,HATE CRIME,6978
6/1/2023,KNIFE CRIME,1835
6/1/2023,LETHAL BARREL DISCHARGE,14
6/1/2023,MISCELLANEOUS CRIMES AGAINST SOCIETY,857
6/1/2023,POSSESSION OF WEAPONS,613
6/1/2023,PUBLIC ORDER OFFENCES,5608
6/1/2023,ROBBERY,2779
6/1/2023,SEXUAL OFFENCES,1992
6/1/2023,THEFT,23608
6/1/2023,VEHICLE OFFENCES,8160
6/1/2023,VIOLENCE AGAINST THE PERSON,22496
7/1/2023,ARSON AND CRIMINAL DAMAGE,5039
7/1/2023,BURGLARY,4954
7/1/2023,DOMESTIC ABUSE,10467
7/1/2023,DRUG OFFENCES,3490
7/1/2023,FRAUD AND FORGERY,0
7/1/2023,GUN CRIME,141
7/1/2023,HATE CRIME,6804
7/1/2023,KNIFE CRIME,1884
7/1/2023,LETHAL BARREL DISCHARGE,13
7/1/2023,MISCELLANEOUS CRIMES AGAINST SOCIETY,818
7/1/2023,POSSESSION OF WEAPONS,638
7/1/2023,PUBLIC ORDER OFFENCES,5385
7/1/2023,ROBBERY,2753
7/1/2023,SEXUAL OFFENCES,2024
7/1/2023,THEFT,23610
7/1/2023,VEHICLE OFFENCES,8379
7/1/2023,VIOLENCE AGAINST THE PERSON,21929
8/1/2023,ARSON AND CRIMINAL DAMAGE,4890
8/1/2023,BURGLARY,5486
8/1/2023,DOMESTIC ABUSE,10053
8/1/2023,DRUG OFFENCES,3673
8/1/2023,FRAUD AND FORGERY,2
8/1/2023,GUN CRIME,148
8/1/2023,HATE CRIME,6520
8/1/2023,KNIFE CRIME,1921
8/1/2023,LETHAL BARREL DISCHARGE,18
8/1/2023,MISCELLANEOUS CRIMES AGAINST SOCIETY,836
8/1/2023,POSSESSION OF WEAPONS,595
8/1/2023,PUBLIC ORDER OFFENCES,4892
8/1/2023,ROBBERY,2540
8/1/2023,SEXUAL OFFENCES,1862
8/1/2023,THEFT,22202
8/1/2023,VEHICLE OFFENCES,8350
8/1/2023,VIOLENCE AGAINST THE PERSON,20472
9/1/2023,ARSON AND CRIMINAL DAMAGE,5013
9/1/2023,BURGLARY,6015
9/1/2023,DOMESTIC ABUSE,10016
9/1/2023,DRUG OFFENCES,3211
9/1/2023,FRAUD AND FORGERY,1
9/1/2023,GUN CRIME,174
9/1/2023,HATE CRIME,6713
9/1/2023,KNIFE CRIME,1878
9/1/2023,LETHAL BARREL DISCHARGE,12
9/1/2023,MISCELLANEOUS CRIMES AGAINST SOCIETY,844
9/1/2023,POSSESSION OF WEAPONS,507
9/1/2023,PUBLIC ORDER OFFENCES,5302
9/1/2023,ROBBERY,2760
9/1/2023,SEXUAL OFFENCES,2058
9/1/2023,THEFT,21757
9/1/2023,VEHICLE OFFENCES,8843
9/1/2023,VIOLENCE AGAINST THE PERSON,21055
10/1/2023,ARSON AND CRIMINAL DAMAGE,4610
10/1/2023,BURGLARY,5796
10/1/2023,DOMESTIC ABUSE,8974
10/1/2023,DRUG OFFENCES,2794
10/1/2023,FRAUD AND FORGERY,1
10/1/2023,GUN CRIME,111
10/1/2023,HATE CRIME,8652
10/1/2023,KNIFE CRIME,1668
10/1/2023,LETHAL BARREL DISCHARGE,25
10/1/2023,MISCELLANEOUS CRIMES AGAINST SOCIETY,787
10/1/2023,POSSESSION OF WEAPONS,454
10/1/2023,PUBLIC ORDER OFFENCES,4861
10/1/2023,ROBBERY,2622
10/1/2023,SEXUAL OFFENCES,1754
10/1/2023,THEFT,23130
10/1/2023,VEHICLE OFFENCES,8786
10/1/2023,VIOLENCE AGAINST THE PERSON,19713
11/1/2023,ARSON AND CRIMINAL DAMAGE,4592
11/1/2023,BURGLARY,6680
11/1/2023,DOMESTIC ABUSE,8919
11/1/2023,DRUG OFFENCES,2884
11/1/2023,FRAUD AND FORGERY,1
11/1/2023,GUN CRIME,156
11/1/2023,HATE CRIME,8663
11/1/2023,KNIFE CRIME,1992
11/1/2023,LETHAL BARREL DISCHARGE,12
11/1/2023,MISCELLANEOUS CRIMES AGAINST SOCIETY,776
11/1/2023,POSSESSION OF WEAPONS,425
11/1/2023,PUBLIC ORDER OFFENCES,4884
11/1/2023,ROBBERY,3087
11/1/2023,SEXUAL OFFENCES,1747
11/1/2023,THEFT,26061
11/1/2023,VEHICLE OFFENCES,8903
11/1/2023,VIOLENCE AGAINST THE PERSON,19879
12/1/2023,ARSON AND CRIMINAL DAMAGE,4706
12/1/2023,BURGLARY,7295
12/1/2023,DOMESTIC ABUSE,9946
12/1/2023,DRUG OFFENCES,2608
12/1/2023,FRAUD AND FORGERY,2
12/1/2023,GUN CRIME,146
12/1/2023,HATE CRIME,6970
12/1/2023,KNIFE CRIME,1950
12/1/2023,LETHAL BARREL DISCHARGE,15
12/1/2023,MISCELLANEOUS CRIMES AGAINST SOCIETY,657
12/1/2023,POSSESSION OF WEAPONS,452
12/1/2023,PUBLIC ORDER OFFENCES,4506
12/1/2023,ROBBERY,3139
12/1/2023,SEXUAL OFFENCES,1711
12/1/2023,THEFT,24671
12/1/2023,VEHICLE OFFENCES,8361
12/1/2023,VIOLENCE AGAINST THE PERSON,20300
1/1/2024,ARSON AND CRIMINAL DAMAGE,4793
1/1/2024,BURGLARY,6886
1/1/2024,DOMESTIC ABUSE,9286
1/1/2024,DRUG OFFENCES,2956
1/1/2024,FRAUD AND FORGERY,0
1/1/2024,GUN CRIME,144
1/1/2024,HATE CRIME,6302
1/1/2024,KNIFE CRIME,1801
1/1/2024,LETHAL BARREL DISCHARGE,22
1/1/2024,MISCELLANEOUS CRIMES AGAINST SOCIETY,786
1/1/2024,POSSESSION OF WEAPONS,484
1/1/2024,PUBLIC ORDER OFFENCES,4145
1/1/2024,ROBBERY,2908
1/1/2024,SEXUAL OFFENCES,1723
1/1/2024,THEFT,22694
1/1/2024,VEHICLE OFFENCES,8806
1/1/2024,VIOLENCE AGAINST THE PERSON,19431
2/1/2024,ARSON AND CRIMINAL DAMAGE,4503
2/1/2024,BURGLARY,6220
2/1/2024,DOMESTIC ABUSE,8662
2/1/2024,DRUG OFFENCES,2783
2/1/2024,FRAUD AND FORGERY,2
2/1/2024,GUN CRIME,170
2/1/2024,HATE CRIME,6093
2/1/2024,KNIFE CRIME,1749
2/1/2024,LETHAL BARREL DISCHARGE,5
2/1/2024,MISCELLANEOUS CRIMES AGAINST SOCIETY,703
2/1/2024,POSSESSION OF WEAPONS,446
2/1/2024,PUBLIC ORDER OFFENCES,4396
2/1/2024,ROBBERY,2676
2/1/2024,SEXUAL OFFENCES,1820
2/1/2024,THEFT,24437
2/1/2024,VEHICLE OFFENCES,8032
2/1/2024,VIOLENCE AGAINST THE PERSON,19249
3/1/2024,ARSON AND CRIMINAL DAMAGE,4521
3/1/2024,BURGLARY,7246
3/1/2024,DOMESTIC ABUSE,8076
3/1/2024,DRUG OFFENCES,2715
3/1/2024,FRAUD AND FORGERY,27
3/1/2024,GUN CRIME,183
3/1/2024,HATE CRIME,5249
3/1/2024,KNIFE CRIME,1974
3/1/2024,LETHAL BARREL DISCHARGE,8
3/1/2024,MISCELLANEOUS CRIMES AGAINST SOCIETY,723
3/1/2024,POSSESSION OF WEAPONS,434
3/1/2024,PUBLIC ORDER OFFENCES,4371
3/1/2024,ROBBERY,2841
3/1/2024,SEXUAL OFFENCES,1837
3/1/2024,THEFT,25933
3/1/2024,VEHICLE OFFENCES,8682
3/1/2024,VIOLENCE AGAINST THE PERSON,18731
4/1/2024,ARSON AND CRIMINAL DAMAGE,4533
4/1/2024,BURGLARY,6258
4/1/2024,DOMESTIC ABUSE,8127
4/1/2024,DRUG OFFENCES,2634
4/1/2024,FRAUD AND FORGERY,23
4/1/2024,GUN CRIME,143
4/1/2024,HATE CRIME,5116
4/1/2024,KNIFE CRIME,1783
4/1/2024,LETHAL BARREL DISCHARGE,15
4/1/2024,MISCELLANEOUS CRIMES AGAINST SOCIETY,740
4/1/2024,POSSESSION OF WEAPONS,359
4/1/2024,PUBLIC ORDER OFFENCES,4266
4/1/2024,ROBBERY,2665
4/1/2024,SEXUAL OFFENCES,1917
4/1/2024,THEFT,25919
4/1/2024,VEHICLE OFFENCES,8858
4/1/2024,VIOLENCE AGAINST THE PERSON,17818
5/1/2024,ARSON AND CRIMINAL DAMAGE,4703
5/1/2024,BURGLARY,5995
5/1/2024,DOMESTIC ABUSE,8847
5/1/2024,DRUG OFFENCES,2967
5/1/2024,FRAUD AND FORGERY,22
5/1/2024,GUN CRIME,204
5/1/2024,HATE CRIME,5696
5/1/2024,KNIFE CRIME,2179
5/1/2024,LETHAL BARREL DISCHARGE,19
5/1/2024,MISCELLANEOUS CRIMES AGAINST SOCIETY,784
5/1/2024,POSSESSION OF WEAPONS,462
5/1/2024,PUBLIC ORDER OFFENCES,4966
5/1/2024,ROBBERY,3133
5/1/2024,SEXUAL OFFENCES,2127
5/1/2024,THEFT,25689
5/1/2024,VEHICLE OFFENCES,8947
5/1/2024,VIOLENCE AGAINST THE PERSON,20304
6/1/2024,ARSON AND CRIMINAL DAMAGE,4758
6/1/2024,BURGLARY,5830
6/1/2024,DOMESTIC ABUSE,8845
6/1/2024,DRUG OFFENCES,2898
6/1/2024,FRAUD AND FORGERY,17
6/1/2024,GUN CRIME,182
6/1/2024,HATE CRIME,5631
6/1/2024,KNIFE CRIME,1955
6/1/2024,LETHAL BARREL DISCHARGE,19
6/1/2024,MISCELLANEOUS CRIMES AGAINST SOCIETY,845
6/1/2024,POSSESSION OF WEAPONS,411
6/1/2024,PUBLIC ORDER OFFENCES,4942
6/1/2024,ROBBERY,2896
6/1/2024,SEXUAL OFFENCES,2233
6/1/2024,THEFT,26400
6/1/2024,VEHICLE OFFENCES,8497
6/1/2024,VIOLENCE AGAINST THE PERSON,19985
7/1/2024,ARSON AND CRIMINAL DAMAGE,5342
7/1/2024,BURGLARY,6456
7/1/2024,DOMESTIC ABUSE,9215
7/1/2024,DRUG OFFENCES,3070
7/1/2024,FRAUD AND FORGERY,11
7/1/2024,GUN CRIME,180
7/1/2024,HATE CRIME,6145
7/1/2024,KNIFE CRIME,1960
7/1/2024,LETHAL BARREL DISCHARGE,12
7/1/2024,MISCELLANEOUS CRIMES AGAINST SOCIETY,854
7/1/2024,POSSESSION OF WEAPONS,453
7/1/2024,PUBLIC ORDER OFFENCES,5216
7/1/2024,ROBBERY,2754
7/1/2024,SEXUAL OFFENCES,2319
7/1/2024,THEFT,26865
7/1/2024,VEHICLE OFFENCES,8295
7/1/2024,VIOLENCE AGAINST THE PERSON,20648
8/1/2024,ARSON AND CRIMINAL DAMAGE,5121
8/1/2024,BURGLARY,6178
8/1/2024,DOMESTIC ABUSE,9317
8/1/2024,DRUG OFFENCES,3743
8/1/2024,FRAUD AND FORGERY,7
8/1/2024,GUN CRIME,193
8/1/2024,HATE CRIME,6910
8/1/2024,KNIFE CRIME,2005
8/1/2024,LETHAL BARREL DISCHARGE,17
8/1/2024,MISCELLANEOUS CRIMES AGAINST SOCIETY,918
8/1/2024,POSSESSION OF WEAPONS,499
8/1/2024,PUBLIC ORDER OFFENCES,5155
8/1/2024,ROBBERY,2839
8/1/2024,SEXUAL OFFENCES,2022
8/1/2024,THEFT,26350
8/1/2024,VEHICLE OFFENCES,8258
8/1/2024,VIOLENCE AGAINST THE PERSON,19449
9/1/2024,ARSON AND CRIMINAL DAMAGE,4619
9/1/2024,BURGLARY,6483
9/1/2024,DOMESTIC ABUSE,8731
9/1/2024,DRUG OFFENCES,3968
9/1/2024,FRAUD AND FORGERY,9
9/1/2024,GUN CRIME,206
9/1/2024,HATE CRIME,5368
9/1/2024,KNIFE CRIME,1903
9/1/2024,LETHAL BARREL DISCHARGE,18
9/1/2024,MISCELLANEOUS CRIMES AGAINST SOCIETY,995
9/1/2024,POSSESSION OF WEAPONS,514
9/1/2024,PUBLIC ORDER OFFENCES,4708
9/1/2024,ROBBERY,2804
9/1/2024,SEXUAL OFFENCES,2092
9/1/2024,THEFT,25214
9/1/2024,VEHICLE OFFENCES,7953
9/1/2024,VIOLENCE AGAINST THE PERSON,19189
10/1/2024,ARSON AND CRIMINAL DAMAGE,4589
10/1/2024,BURGLARY,7250
10/1/2024,DOMESTIC ABUSE,8548
10/1/2024,DRUG OFFENCES,4260
10/1/2024,FRAUD AND FORGERY,8
10/1/2024,GUN CRIME,206
10/1/2024,HATE CRIME,5370
10/1/2024,KNIFE CRIME,2034
10/1/2024,LETHAL BARREL DISCHARGE,15
10/1/2024,MISCELLANEOUS CRIMES AGAINST SOCIETY,1056
10/1/2024,POSSESSION OF WEAPONS,511
10/1/2024,PUBLIC ORDER OFFENCES,4865
10/1/2024,ROBBERY,3133
10/1/2024,SEXUAL OFFENCES,2258
10/1/2024,THEFT,28308
10/1/2024,VEHICLE OFFENCES,8447
10/1/2024,VIOLENCE AGAINST THE PERSON,19450
11/1/2024,ARSON AND CRIMINAL DAMAGE,4569
11/1/2024,BURGLARY,7323
11/1/2024,DOMESTIC ABUSE,8558
11/1/2024,DRUG OFFENCES,4436
11/1/2024,FRAUD AND FORGERY,1
11/1/2024,GUN CRIME,195
11/1/2024,HATE CRIME,5236
11/1/2024,KNIFE CRIME,1997
11/1/2024,LETHAL BARREL DISCHARGE,21
11/1/2024,MISCELLANEOUS CRIMES AGAINST SOCIETY,1003
11/1/2024,POSSESSION OF WEAPONS,459
11/1/2024,PUBLIC ORDER OFFENCES,4480
11/1/2024,ROBBERY,2923
11/1/2024,SEXUAL OFFENCES,2232
11/1/2024,THEFT,28905
11/1/2024,VEHICLE OFFENCES,8106
11/1/2024,VIOLENCE AGAINST THE PERSON,18987
12/1/2024,ARSON AND CRIMINAL DAMAGE,4183
12/1/2024,BURGLARY,7287
12/1/2024,DOMESTIC ABUSE,9273
12/1/2024,DRUG OFFENCES,4146
12/1/2024,FRAUD AND FORGERY,5
12/1/2024,GUN CRIME,193
12/1/2024,HATE CRIME,4402
12/1/2024,KNIFE CRIME,1842
12/1/2024,LETHAL BARREL DISCHARGE,13
12/1/2024,MISCELLANEOUS CRIMES AGAINST SOCIETY,938
12/1/2024,POSSESSION OF WEAPONS,419
12/1/2024,PUBLIC ORDER OFFENCES,3972
12/1/2024,ROBBERY,2751
12/1/2024,SEXUAL OFFENCES,1997
12/1/2024,THEFT,26534
12/1/2024,VEHICLE OFFENCES,7359
12/1/2024,VIOLENCE AGAINST THE PERSON,19075
1/1/2025,ARSON AND CRIMINAL DAMAGE,4254
1/1/2025,BURGLARY,7384
1/1/2025,DOMESTIC ABUSE,8895
1/1/2025,DRUG OFFENCES,4426
1/1/2025,FRAUD AND FORGERY,4
1/1/2025,GUN CRIME,173
1/1/2025,HATE CRIME,4572
1/1/2025,KNIFE CRIME,1670
1/1/2025,LETHAL BARREL DISCHARGE,12
1/1/2025,MISCELLANEOUS CRIMES AGAINST SOCIETY,1029
1/1/2025,POSSESSION OF WEAPONS,424
1/1/2025,PUBLIC ORDER OFFENCES,4075
1/1/2025,ROBBERY,2545
1/1/2025,SEXUAL OFFENCES,2127
1/1/2025,THEFT,23805
1/1/2025,VEHICLE OFFENCES,7568
1/1/2025,VIOLENCE AGAINST THE PERSON,18264
2/1/2025,ARSON AND CRIMINAL DAMAGE,4088
2/1/2025,BURGLARY,6350
2/1/2025,DOMESTIC ABUSE,7943
2/1/2025,DRUG OFFENCES,3907
2/1/2025,FRAUD AND FORGERY,5
2/1/2025,GUN CRIME,171
2/1/2025,HATE CRIME,4367
2/1/2025,KNIFE CRIME,1566
2/1/2025,LETHAL BARREL DISCHARGE,13
2/1/2025,MISCELLANEOUS CRIMES AGAINST SOCIETY,889
2/1/2025,POSSESSION OF WEAPONS,416
2/1/2025,PUBLIC ORDER OFFENCES,3754
2/1/2025,ROBBERY,2474
2/1/2025,SEXUAL OFFENCES,2005
2/1/2025,THEFT,23221
2/1/2025,VEHICLE OFFENCES,7312
2/1/2025,VIOLENCE AGAINST THE PERSON,17279
3/1/2025,ARSON AND CRIMINAL DAMAGE,4570
3/1/2025,BURGLARY,6567
3/1/2025,DOMESTIC ABUSE,9063
3/1/2025,DRUG OFFENCES,4245
3/1/2025,FRAUD AND FORGERY,5
3/1/2025,GUN CRIME,137
3/1/2025,HATE CRIME,5186
3/1/2025,KNIFE CRIME,1690
3/1/2025,LETHAL BARREL DISCHARGE,8
3/1/2025,MISCELLANEOUS CRIMES AGAINST SOCIETY,1083
3/1/2025,POSSESSION OF WEAPONS,546
3/1/2025,PUBLIC ORDER OFFENCES,4559
3/1/2025,ROBBERY,2619
3/1/2025,SEXUAL OFFENCES,2127
3/1/2025,THEFT,24403
3/1/2025,VEHICLE OFFENCES,7307
3/1/2025,VIOLENCE AGAINST THE PERSON,20172
4/1/2025,ARSON AND CRIMINAL DAMAGE,4677
4/1/2025,BURGLARY,5523
4/1/2025,DOMESTIC ABUSE,8962
4/1/2025,DRUG OFFENCES,4792
4/1/2025,FRAUD AND FORGERY,5
4/1/2025,GUN CRIME,181
4/1/2025,HATE CRIME,5246
4/1/2025,KNIFE CRIME,1834
4/1/2025,LETHAL BARREL DISCHARGE,7
4/1/2025,MISCELLANEOUS CRIMES AGAINST SOCIETY,1055
4/1/2025,POSSESSION OF WEAPONS,582
4/1/2025,PUBLIC ORDER OFFENCES,4490
4/1/2025,ROBBERY,2656
4/1/2025,SEXUAL OFFENCES,2102
4/1/2025,THEFT,24010
4/1/2025,VEHICLE OFFENCES,6941
4/1/2025,VIOLENCE AGAINST THE PERSON,19429
5/1/2025,ARSON AND CRIMINAL DAMAGE,4870
5/1/2025,BURGLARY,6119
5/1/2025,DOMESTIC ABUSE,9474
5/1/2025,DRUG OFFENCES,5107
5/1/2025,FRAUD AND FORGERY,2
5/1/2025,GUN CRIME,159
5/1/2025,HATE CRIME,5645
5/1/2025,KNIFE CRIME,1728
5/1/2025,LETHAL BARREL DISCHARGE,15
5/1/2025,MISCELLANEOUS CRIMES AGAINST SOCIETY,1081
5/1/2025,POSSESSION OF WEAPONS,553
5/1/2025,PUBLIC ORDER OFFENCES,4989
5/1/2025,ROBBERY,2842
5/1/2025,SEXUAL OFFENCES,2335
5/1/2025,THEFT,24919
5/1/2025,VEHICLE OFFENCES,7335
5/1/2025,VIOLENCE AGAINST THE PERSON,20782
6/1/2025,ARSON AND CRIMINAL DAMAGE,4842
6/1/2025,BURGLARY,5809
6/1/2025,DOMESTIC ABUSE,9646
6/1/2025,DRUG OFFENCES,4529
6/1/2025,FRAUD AND FORGERY,3
6/1/2025,GUN CRIME,212
6/1/2025,HATE CRIME,6165
6/1/2025,KNIFE CRIME,1830
6/1/2025,LETHAL BARREL DISCHARGE,23
6/1/2025,MISCELLANEOUS CRIMES AGAINST SOCIETY,1112
6/1/2025,POSSESSION OF WEAPONS,620
6/1/2025,PUBLIC ORDER OFFENCES,5199
6/1/2025,ROBBERY,2825
6/1/2025,SEXUAL OFFENCES,2534
6/1/2025,THEFT,24467
6/1/2025,VEHICLE OFFENCES,7008
6/1/2025,VIOLENCE AGAINST THE PERSON,21677
7/1/2025,ARSON AND CRIMINAL DAMAGE,5224
7/1/2025,BURGLARY,6073
7/1/2025,DOMESTIC ABUSE,10503
7/1/2025,DRUG OFFENCES,4760
7/1/2025,FRAUD AND FORGERY,1
7/1/2025,GUN CRIME,175
7/1/2025,HATE CRIME,6409
7/1/2025,KNIFE CRIME,1909
7/1/2025,LETHAL BARREL DISCHARGE,12
7/1/2025,MISCELLANEOUS CRIMES AGAINST SOCIETY,1167
7/1/2025,POSSESSION OF WEAPONS,621
7/1/2025,PUBLIC ORDER OFFENCES,5605
7/1/2025,ROBBERY,2894
7/1/2025,SEXUAL OFFENCES,2633
7/1/2025,THEFT,25684
7/1/2025,VEHICLE OFFENCES,7262
7/1/2025,VIOLENCE AGAINST THE PERSON,22867
8/1/2025,ARSON AND CRIMINAL DAMAGE,4857
8/1/2025,BURGLARY,6404
8/1/2025,DOMESTIC ABUSE,9843
8/1/2025,DRUG OFFENCES,4820
8/1/2025,FRAUD AND FORGERY,1
8/1/2025,GUN CRIME,133
8/1/2025,HATE CRIME,6299
8/1/2025,KNIFE CRIME,1589
8/1/2025,LETHAL BARREL DISCHARGE,11
8/1/2025,MISCELLANEOUS CRIMES AGAINST SOCIETY,1099
8/1/2025,POSSESSION OF WEAPONS,629
8/1/2025,PUBLIC ORDER OFFENCES,5004
8/1/2025,ROBBERY,2748
8/1/2025,SEXUAL OFFENCES,2376
8/1/2025,THEFT,24254
8/1/2025,VEHICLE OFFENCES,7215
8/1/2025,VIOLENCE AGAINST THE PERSON,20408
9/1/2025,ARSON AND CRIMINAL DAMAGE,4505
9/1/2025,BURGLARY,3994
9/1/2025,DOMESTIC ABUSE,8881
9/1/2025,DRUG OFFENCES,4417
9/1/2025,FRAUD AND FORGERY,0
9/1/2025,GUN CRIME,162
9/1/2025,HATE CRIME,6484
9/1/2025,KNIFE CRIME,1570
9/1/2025,LETHAL BARREL DISCHARGE,9
9/1/2025,MISCELLANEOUS CRIMES AGAINST SOCIETY,970
9/1/2025,POSSESSION OF WEAPONS,541
9/1/2025,PUBLIC ORDER OFFENCES,4786
9/1/2025,ROBBERY,2582
9/1/2025,SEXUAL OFFENCES,2206
9/1/2025,THEFT,22714
9/1/2025,VEHICLE OFFENCES,7252
9/1/2025,VIOLENCE AGAINST THE PERSON,19879
10/1/2025,ARSON AND CRIMINAL DAMAGE,4652
10/1/2025,BURGLARY,4267
10/1/2025,DOMESTIC ABUSE,9431
10/1/2025,DRUG OFFENCES,4611
10/1/2025,FRAUD AND FORGERY,4
10/1/2025,GUN CRIME,162
10/1/2025,HATE CRIME,6739
10/1/2025,KNIFE CRIME,1674
10/1/2025,LETHAL BARREL DISCHARGE,7
10/1/2025,MISCELLANEOUS CRIMES AGAINST SOCIETY,1067
10/1/2025,POSSESSION OF WEAPONS,513
10/1/2025,PUBLIC ORDER OFFENCES,4845
10/1/2025,ROBBERY,2643
10/1/2025,SEXUAL OFFENCES,2238
10/1/2025,THEFT,23541
10/1/2025,VEHICLE OFFENCES,7424
10/1/2025,VIOLENCE AGAINST THE PERSON,21181
11/1/2025,ARSON AND CRIMINAL DAMAGE,4447
11/1/2025,BURGLARY,4398
11/1/2025,DOMESTIC ABUSE,9118
11/1/2025,DRUG OFFENCES,4456
11/1/2025,FRAUD AND FORGERY,8
11/1/2025,GUN CRIME,152
11/1/2025,HATE CRIME,5571
11/1/2025,KNIFE CRIME,1545
11/1/2025,LETHAL BARREL DISCHARGE,6
